lga_2016,state,industry_people,industry_type,industry_type_full,lga_total_industry_people
50490,5,377,real estate,rental_hiring_and_real_estate_services,18599
50560,5,4,real estate,rental_hiring_and_real_estate_services,671
50630,5,5,real estate,rental_hiring_and_real_estate_services,856
50770,5,4,real estate,rental_hiring_and_real_estate_services,752
50840,5,22,real estate,rental_hiring_and_real_estate_services,1942
50910,5,0,real estate,rental_hiring_and_real_estate_services,394
50980,5,130,real estate,rental_hiring_and_real_estate_services,7379
51080,5,0,real estate,rental_hiring_and_real_estate_services,465
51120,5,3,real estate,rental_hiring_and_real_estate_services,413
51190,5,233,real estate,rental_hiring_and_real_estate_services,13729
51260,5,340,real estate,rental_hiring_and_real_estate_services,16075
51310,5,337,real estate,rental_hiring_and_real_estate_services,12935
51330,5,684,real estate,rental_hiring_and_real_estate_services,42134
51400,5,128,real estate,rental_hiring_and_real_estate_services,8019
51470,5,0,real estate,rental_hiring_and_real_estate_services,252
51540,5,30,real estate,rental_hiring_and_real_estate_services,2344
51610,5,4,real estate,rental_hiring_and_real_estate_services,652
51680,5,29,real estate,rental_hiring_and_real_estate_services,2526
51750,5,137,real estate,rental_hiring_and_real_estate_services,4419
51820,5,778,real estate,rental_hiring_and_real_estate_services,51765
51890,5,44,real estate,rental_hiring_and_real_estate_services,3285
51960,5,14,real estate,rental_hiring_and_real_estate_services,1476
52030,5,3,real estate,rental_hiring_and_real_estate_services,429
52100,5,0,real estate,rental_hiring_and_real_estate_services,525
52170,5,150,real estate,rental_hiring_and_real_estate_services,3694
52240,5,0,real estate,rental_hiring_and_real_estate_services,524
52310,5,0,real estate,rental_hiring_and_real_estate_services,371
52380,5,0,real estate,rental_hiring_and_real_estate_services,66
52450,5,4,real estate,rental_hiring_and_real_estate_services,619
52520,5,0,real estate,rental_hiring_and_real_estate_services,726
52590,5,16,real estate,rental_hiring_and_real_estate_services,1453
52660,5,103,real estate,rental_hiring_and_real_estate_services,6425
52730,5,36,real estate,rental_hiring_and_real_estate_services,2364
52800,5,17,real estate,rental_hiring_and_real_estate_services,2324
52870,5,37,real estate,rental_hiring_and_real_estate_services,2509
52940,5,0,real estate,rental_hiring_and_real_estate_services,307
53010,5,0,real estate,rental_hiring_and_real_estate_services,324
53080,5,0,real estate,rental_hiring_and_real_estate_services,305
53150,5,95,real estate,rental_hiring_and_real_estate_services,3720
53220,5,68,real estate,rental_hiring_and_real_estate_services,5853
53290,5,77,real estate,rental_hiring_and_real_estate_services,6377
53360,5,27,real estate,rental_hiring_and_real_estate_services,1405
53430,5,234,real estate,rental_hiring_and_real_estate_services,13973
53570,5,35,real estate,rental_hiring_and_real_estate_services,2154
53640,5,0,real estate,rental_hiring_and_real_estate_services,602
53710,5,3,real estate,rental_hiring_and_real_estate_services,446
53780,5,758,real estate,rental_hiring_and_real_estate_services,52930
53800,5,253,real estate,rental_hiring_and_real_estate_services,16701
53920,5,8,real estate,rental_hiring_and_real_estate_services,705
53990,5,143,real estate,rental_hiring_and_real_estate_services,11684
54060,5,16,real estate,rental_hiring_and_real_estate_services,1389
54130,5,4,real estate,rental_hiring_and_real_estate_services,569
54170,5,1377,real estate,rental_hiring_and_real_estate_services,78978
54200,5,433,real estate,rental_hiring_and_real_estate_services,27255
54280,5,269,real estate,rental_hiring_and_real_estate_services,14898
54310,5,250,real estate,rental_hiring_and_real_estate_services,10701
54340,5,18,real estate,rental_hiring_and_real_estate_services,1759
54410,5,0,real estate,rental_hiring_and_real_estate_services,487
54480,5,0,real estate,rental_hiring_and_real_estate_services,298
54550,5,4,real estate,rental_hiring_and_real_estate_services,964
54620,5,0,real estate,rental_hiring_and_real_estate_services,488
54690,5,3,real estate,rental_hiring_and_real_estate_services,192
54760,5,0,real estate,rental_hiring_and_real_estate_services,413
54830,5,234,real estate,rental_hiring_and_real_estate_services,16802
54900,5,3,real estate,rental_hiring_and_real_estate_services,708
54970,5,0,real estate,rental_hiring_and_real_estate_services,598
55040,5,3,real estate,rental_hiring_and_real_estate_services,669
55110,5,585,real estate,rental_hiring_and_real_estate_services,31036
55180,5,31,real estate,rental_hiring_and_real_estate_services,4184
55250,5,0,real estate,rental_hiring_and_real_estate_services,463
55320,5,1123,real estate,rental_hiring_and_real_estate_services,46665
55390,5,0,real estate,rental_hiring_and_real_estate_services,220
55460,5,8,real estate,rental_hiring_and_real_estate_services,1498
55530,5,0,real estate,rental_hiring_and_real_estate_services,232
55600,5,3,real estate,rental_hiring_and_real_estate_services,1137
55670,5,0,real estate,rental_hiring_and_real_estate_services,304
55740,5,132,real estate,rental_hiring_and_real_estate_services,4059
55810,5,0,real estate,rental_hiring_and_real_estate_services,150
55880,5,0,real estate,rental_hiring_and_real_estate_services,273
55950,5,0,real estate,rental_hiring_and_real_estate_services,276
56090,5,300,real estate,rental_hiring_and_real_estate_services,17390
56160,5,0,real estate,rental_hiring_and_real_estate_services,52
56230,5,109,real estate,rental_hiring_and_real_estate_services,6418
56300,5,7,real estate,rental_hiring_and_real_estate_services,544
56370,5,0,real estate,rental_hiring_and_real_estate_services,409
56460,5,24,real estate,rental_hiring_and_real_estate_services,2093
56580,5,305,real estate,rental_hiring_and_real_estate_services,9772
56620,5,0,real estate,rental_hiring_and_real_estate_services,284
56730,5,62,real estate,rental_hiring_and_real_estate_services,4337
56790,5,20,real estate,rental_hiring_and_real_estate_services,1370
56860,5,0,real estate,rental_hiring_and_real_estate_services,110
56930,5,37,real estate,rental_hiring_and_real_estate_services,697
57000,5,3,real estate,rental_hiring_and_real_estate_services,385
57080,5,229,real estate,rental_hiring_and_real_estate_services,11512
57140,5,0,real estate,rental_hiring_and_real_estate_services,417
57210,5,19,real estate,rental_hiring_and_real_estate_services,2120
57280,5,161,real estate,rental_hiring_and_real_estate_services,7051
57350,5,0,real estate,rental_hiring_and_real_estate_services,369
57420,5,15,real estate,rental_hiring_and_real_estate_services,775
57490,5,914,real estate,rental_hiring_and_real_estate_services,54837
57630,5,0,real estate,rental_hiring_and_real_estate_services,40
57700,5,230,real estate,rental_hiring_and_real_estate_services,12871
57770,5,0,real estate,rental_hiring_and_real_estate_services,419
57840,5,531,real estate,rental_hiring_and_real_estate_services,20757
57910,5,2097,real estate,rental_hiring_and_real_estate_services,103428
57980,5,208,real estate,rental_hiring_and_real_estate_services,9207
58050,5,998,real estate,rental_hiring_and_real_estate_services,63340
58190,5,0,real estate,rental_hiring_and_real_estate_services,169
58260,5,0,real estate,rental_hiring_and_real_estate_services,264
58330,5,38,real estate,rental_hiring_and_real_estate_services,1846
58400,5,0,real estate,rental_hiring_and_real_estate_services,135
58470,5,0,real estate,rental_hiring_and_real_estate_services,72
58510,5,340,real estate,rental_hiring_and_real_estate_services,17489
58540,5,3,real estate,rental_hiring_and_real_estate_services,453
58570,5,379,real estate,rental_hiring_and_real_estate_services,18784
58610,5,7,real estate,rental_hiring_and_real_estate_services,745
58680,5,3,real estate,rental_hiring_and_real_estate_services,209
58760,5,1430,real estate,rental_hiring_and_real_estate_services,89092
58820,5,22,real estate,rental_hiring_and_real_estate_services,1626
58890,5,0,real estate,rental_hiring_and_real_estate_services,411
59030,5,7,real estate,rental_hiring_and_real_estate_services,169
59100,5,0,real estate,rental_hiring_and_real_estate_services,353
59170,5,0,real estate,rental_hiring_and_real_estate_services,519
59250,5,0,real estate,rental_hiring_and_real_estate_services,371
59310,5,0,real estate,rental_hiring_and_real_estate_services,672
59320,5,4,real estate,rental_hiring_and_real_estate_services,207
59330,5,0,real estate,rental_hiring_and_real_estate_services,191
59340,5,45,real estate,rental_hiring_and_real_estate_services,3231
59350,5,0,real estate,rental_hiring_and_real_estate_services,194
59360,5,0,real estate,rental_hiring_and_real_estate_services,605
59370,5,21,real estate,rental_hiring_and_real_estate_services,1401
59499,5,18,real estate,rental_hiring_and_real_estate_services,1773
59799,5,0,real estate,rental_hiring_and_real_estate_services,334
60210,6,35,real estate,rental_hiring_and_real_estate_services,1933
60410,6,90,real estate,rental_hiring_and_real_estate_services,6636
60610,6,75,real estate,rental_hiring_and_real_estate_services,7664
60810,6,85,real estate,rental_hiring_and_real_estate_services,8839
61010,6,5,real estate,rental_hiring_and_real_estate_services,823
61210,6,27,real estate,rental_hiring_and_real_estate_services,3595
61410,6,346,real estate,rental_hiring_and_real_estate_services,24581
61510,6,45,real estate,rental_hiring_and_real_estate_services,3864
61610,6,133,real estate,rental_hiring_and_real_estate_services,9650
61810,6,22,real estate,rental_hiring_and_real_estate_services,2561
62010,6,7,real estate,rental_hiring_and_real_estate_services,433
62210,6,26,real estate,rental_hiring_and_real_estate_services,2185
62410,6,30,real estate,rental_hiring_and_real_estate_services,1648
62610,6,206,real estate,rental_hiring_and_real_estate_services,19256
62810,6,316,real estate,rental_hiring_and_real_estate_services,24259
63010,6,83,real estate,rental_hiring_and_real_estate_services,6381
63210,6,15,real estate,rental_hiring_and_real_estate_services,2445
63410,6,9,real estate,rental_hiring_and_real_estate_services,797
63610,6,194,real estate,rental_hiring_and_real_estate_services,16335
63810,6,67,real estate,rental_hiring_and_real_estate_services,4487
64010,6,364,real estate,rental_hiring_and_real_estate_services,27538
64210,6,86,real estate,rental_hiring_and_real_estate_services,8464
64610,6,76,real estate,rental_hiring_and_real_estate_services,5496
64810,6,87,real estate,rental_hiring_and_real_estate_services,6323
65010,6,26,real estate,rental_hiring_and_real_estate_services,2599
65210,6,11,real estate,rental_hiring_and_real_estate_services,797
65410,6,52,real estate,rental_hiring_and_real_estate_services,5342
65610,6,7,real estate,rental_hiring_and_real_estate_services,1515
65810,6,141,real estate,rental_hiring_and_real_estate_services,9856
69499,6,4,real estate,rental_hiring_and_real_estate_services,247
69799,6,0,real estate,rental_hiring_and_real_estate_services,47
70200,7,180,real estate,rental_hiring_and_real_estate_services,12608
70420,7,9,real estate,rental_hiring_and_real_estate_services,1897
70540,7,0,real estate,rental_hiring_and_real_estate_services,12
70620,7,0,real estate,rental_hiring_and_real_estate_services,792
70700,7,4,real estate,rental_hiring_and_real_estate_services,455
71000,7,726,real estate,rental_hiring_and_real_estate_services,42081
71300,7,3,real estate,rental_hiring_and_real_estate_services,1480
72200,7,43,real estate,rental_hiring_and_real_estate_services,4120
72300,7,166,real estate,rental_hiring_and_real_estate_services,11746
72330,7,4,real estate,rental_hiring_and_real_estate_services,1144
72800,7,306,real estate,rental_hiring_and_real_estate_services,17296
73600,7,3,real estate,rental_hiring_and_real_estate_services,1437
74050,7,5,real estate,rental_hiring_and_real_estate_services,524
74550,7,0,real estate,rental_hiring_and_real_estate_services,743
74560,7,11,real estate,rental_hiring_and_real_estate_services,228
74660,7,3,real estate,rental_hiring_and_real_estate_services,1451
74680,7,0,real estate,rental_hiring_and_real_estate_services,452
79399,7,33,real estate,rental_hiring_and_real_estate_services,3636
79499,7,5,real estate,rental_hiring_and_real_estate_services,574
79799,7,0,real estate,rental_hiring_and_real_estate_services,28
89399,8,2660,real estate,rental_hiring_and_real_estate_services,205419
89499,8,0,real estate,rental_hiring_and_real_estate_services,202
89799,8,0,real estate,rental_hiring_and_real_estate_services,0
99399,9,28,real estate,rental_hiring_and_real_estate_services,2151
99499,9,0,real estate,rental_hiring_and_real_estate_services,11
99799,9,0,real estate,rental_hiring_and_real_estate_services,6
10050,1,2631,retail,retail_trade,22907
10130,1,1332,retail,retail_trade,12327
10250,1,2026,retail,retail_trade,17463
10300,1,85,retail,retail_trade,982
10470,1,1914,retail,retail_trade,18165
10550,1,1527,retail,retail_trade,13153
10600,1,482,retail,retail_trade,4890
10650,1,283,retail,retail_trade,3282
10750,1,16040,retail,retail_trade,151468
10800,1,202,retail,retail_trade,2541
10850,1,284,retail,retail_trade,3222
10900,1,2972,retail,retail_trade,35860
10950,1,99,retail,retail_trade,1173
11100,1,2184,retail,retail_trade,22963
11150,1,85,retail,retail_trade,1000
11200,1,15,retail,retail_trade,498
11250,1,834,retail,retail_trade,6902
11300,1,1676,retail,retail_trade,17174
11350,1,1385,retail,retail_trade,13557
11400,1,439,retail,retail_trade,6032
11450,1,4249,retail,retail_trade,40014
11500,1,7433,retail,retail_trade,68841
11520,1,3765,retail,retail_trade,44699
11570,1,14415,retail,retail_trade,138192
11600,1,61,retail,retail_trade,1384
11650,1,15491,retail,retail_trade,139593
11700,1,13,retail,retail_trade,564
11720,1,2288,retail,retail_trade,21626
11730,1,2064,retail,retail_trade,17565
11750,1,136,retail,retail_trade,2014
11800,1,3625,retail,retail_trade,29620
12000,1,130,retail,retail_trade,1728
12150,1,97,retail,retail_trade,1419
12350,1,484,retail,retail_trade,4811
12380,1,8747,retail,retail_trade,86838
12700,1,336,retail,retail_trade,3885
12730,1,339,retail,retail_trade,3812
12750,1,1782,retail,retail_trade,12976
12850,1,7890,retail,retail_trade,71899
12870,1,471,retail,retail_trade,4970
12900,1,443,retail,retail_trade,3944
12930,1,7035,retail,retail_trade,69537
12950,1,148,retail,retail_trade,1783
13010,1,311,retail,retail_trade,3224
13310,1,1366,retail,retail_trade,12722
13340,1,375,retail,retail_trade,4614
13450,1,1424,retail,retail_trade,11713
13510,1,388,retail,retail_trade,4382
13550,1,431,retail,retail_trade,5381
13660,1,114,retail,retail_trade,2083
13800,1,3078,retail,retail_trade,32329
13850,1,138,retail,retail_trade,1296
13910,1,824,retail,retail_trade,7563
14000,1,6177,retail,retail_trade,70798
14100,1,487,retail,retail_trade,6240
14170,1,7289,retail,retail_trade,99575
14200,1,772,retail,retail_trade,6393
14300,1,147,retail,retail_trade,2318
14350,1,1150,retail,retail_trade,9463
14400,1,767,retail,retail_trade,9488
14500,1,4423,retail,retail_trade,54920
14550,1,299,retail,retail_trade,3239
14600,1,174,retail,retail_trade,2472
14650,1,8861,retail,retail_trade,85264
14700,1,1417,retail,retail_trade,19292
14750,1,402,retail,retail_trade,4705
14850,1,2280,retail,retail_trade,18168
14870,1,761,retail,retail_trade,7798
14900,1,8457,retail,retail_trade,83905
14920,1,230,retail,retail_trade,3013
14950,1,96,retail,retail_trade,1294
15050,1,3773,retail,retail_trade,34692
15240,1,3788,retail,retail_trade,30032
15270,1,1014,retail,retail_trade,9689
15300,1,465,retail,retail_trade,5521
15350,1,894,retail,retail_trade,13999
15520,1,423,retail,retail_trade,4994
15560,1,108,retail,retail_trade,1716
15650,1,590,retail,retail_trade,6732
15700,1,670,retail,retail_trade,6229
15750,1,508,retail,retail_trade,5657
15800,1,178,retail,retail_trade,2325
15850,1,194,retail,retail_trade,2592
15900,1,6895,retail,retail_trade,73034
15950,1,2314,retail,retail_trade,40445
15990,1,11820,retail,retail_trade,129685
16100,1,164,retail,retail_trade,2241
16150,1,1948,retail,retail_trade,17805
16200,1,612,retail,retail_trade,5840
16260,1,9638,retail,retail_trade,106593
16350,1,10009,retail,retail_trade,94859
16380,1,3426,retail,retail_trade,29655
16400,1,3012,retail,retail_trade,27602
16490,1,2376,retail,retail_trade,29389
16550,1,5001,retail,retail_trade,68276
16610,1,846,retail,retail_trade,8265
16650,1,5289,retail,retail_trade,52827
16700,1,5196,retail,retail_trade,57245
16900,1,3632,retail,retail_trade,29606
16950,1,4278,retail,retail_trade,36330
17000,1,808,retail,retail_trade,10822
17040,1,914,retail,retail_trade,9860
17080,1,492,retail,retail_trade,5991
17100,1,1949,retail,retail_trade,19618
17150,1,10402,retail,retail_trade,112765
17200,1,8443,retail,retail_trade,117252
17310,1,2882,retail,retail_trade,25997
17350,1,266,retail,retail_trade,2514
17400,1,226,retail,retail_trade,2361
17420,1,8259,retail,retail_trade,80179
17550,1,4013,retail,retail_trade,35731
17620,1,464,retail,retail_trade,6298
17640,1,214,retail,retail_trade,3528
17650,1,222,retail,retail_trade,2633
17750,1,3257,retail,retail_trade,29834
17850,1,88,retail,retail_trade,1414
17900,1,135,retail,retail_trade,2060
17950,1,87,retail,retail_trade,1149
18020,1,257,retail,retail_trade,3335
18050,1,2509,retail,retail_trade,36426
18100,1,99,retail,retail_trade,1437
18200,1,230,retail,retail_trade,2786
18230,1,2423,retail,retail_trade,22142
18250,1,2745,retail,retail_trade,36309
18350,1,1994,retail,retail_trade,20644
18400,1,2269,retail,retail_trade,24054
18450,1,8421,retail,retail_trade,88251
18500,1,1920,retail,retail_trade,28005
18710,1,529,retail,retail_trade,8076
19399,1,20,retail,retail_trade,599
19499,1,223,retail,retail_trade,3331
19799,1,16,retail,retail_trade,130
20110,2,531,retail,retail_trade,5488
20260,2,381,retail,retail_trade,4708
20570,2,5068,retail,retail_trade,44716
20660,2,5240,retail,retail_trade,58915
20740,2,1469,retail,retail_trade,12537
20830,2,1836,retail,retail_trade,21255
20910,2,4205,retail,retail_trade,45993
21010,2,510,retail,retail_trade,5659
21110,2,7734,retail,retail_trade,82260
21180,2,8414,retail,retail_trade,80034
21270,2,202,retail,retail_trade,2486
21370,2,1660,retail,retail_trade,15950
21450,2,4933,retail,retail_trade,44955
21610,2,15620,retail,retail_trade,137913
21670,2,567,retail,retail_trade,4352
21750,2,871,retail,retail_trade,9545
21830,2,611,retail,retail_trade,7164
21890,2,6635,retail,retail_trade,70311
22110,2,1890,retail,retail_trade,17003
22170,2,7386,retail,retail_trade,63406
22250,2,458,retail,retail_trade,4404
22310,2,6773,retail,retail_trade,69634
22410,2,712,retail,retail_trade,8311
22490,2,997,retail,retail_trade,10196
22620,2,5569,retail,retail_trade,48675
22670,2,6279,retail,retail_trade,60306
22750,2,12255,retail,retail_trade,103580
22830,2,2995,retail,retail_trade,26976
22910,2,560,retail,retail_trade,6346
22980,2,157,retail,retail_trade,2298
23110,2,3780,retail,retail_trade,41978
23190,2,1074,retail,retail_trade,9111
23270,2,8599,retail,retail_trade,81025
23350,2,689,retail,retail_trade,7492
23430,2,7833,retail,retail_trade,74103
23670,2,9240,retail,retail_trade,77348
23810,2,3430,retail,retail_trade,29490
23940,2,187,retail,retail_trade,2838
24130,2,1764,retail,retail_trade,21741
24210,2,6281,retail,retail_trade,52818
24250,2,423,retail,retail_trade,3781
24330,2,3869,retail,retail_trade,41648
24410,2,5955,retail,retail_trade,54940
24600,2,4985,retail,retail_trade,65156
24650,2,6554,retail,retail_trade,60028
24780,2,2768,retail,retail_trade,22501
24850,2,1696,retail,retail_trade,18406
24900,2,1183,retail,retail_trade,11806
24970,2,8594,retail,retail_trade,80373
25060,2,5494,retail,retail_trade,57761
25150,2,1250,retail,retail_trade,14632
25250,2,7036,retail,retail_trade,80352
25340,2,7637,retail,retail_trade,67498
25430,2,734,retail,retail_trade,7558
25490,2,579,retail,retail_trade,7730
25620,2,446,retail,retail_trade,5954
25710,2,2978,retail,retail_trade,32575
25810,2,436,retail,retail_trade,4859
25900,2,4460,retail,retail_trade,57705
25990,2,216,retail,retail_trade,2664
26080,2,84,retail,retail_trade,1046
26170,2,1158,retail,retail_trade,12184
26260,2,703,retail,retail_trade,7250
26350,2,5346,retail,retail_trade,56530
26430,2,316,retail,retail_trade,4369
26490,2,1339,retail,retail_trade,14079
26610,2,885,retail,retail_trade,8568
26670,2,193,retail,retail_trade,2673
26700,2,1318,retail,retail_trade,12616
26730,2,1967,retail,retail_trade,15601
26810,2,1756,retail,retail_trade,17944
26890,2,98,retail,retail_trade,1860
26980,2,7557,retail,retail_trade,74705
27070,2,10221,retail,retail_trade,88550
27170,2,2021,retail,retail_trade,18199
27260,2,10086,retail,retail_trade,98411
27350,2,3949,retail,retail_trade,50781
27450,2,7551,retail,retail_trade,74415
27630,2,203,retail,retail_trade,2626
29399,2,16,retail,retail_trade,440
29499,2,133,retail,retail_trade,2033
29799,2,0,retail,retail_trade,23
30250,3,17,retail,retail_trade,231
30300,3,188,retail,retail_trade,2149
30370,3,525,retail,retail_trade,7185
30410,3,74,retail,retail_trade,1447
30450,3,9,retail,retail_trade,167
30760,3,77,retail,retail_trade,932
30900,3,10,retail,retail_trade,218
31000,3,49001,retail,retail_trade,570455
31750,3,8,retail,retail_trade,220
31820,3,3887,retail,retail_trade,33970
31900,3,720,retail,retail_trade,7841
31950,3,11,retail,retail_trade,147
32080,3,7690,retail,retail_trade,72405
32250,3,53,retail,retail_trade,813
32260,3,1082,retail,retail_trade,12084
32270,3,1086,retail,retail_trade,13460
32310,3,445,retail,retail_trade,4579
32330,3,0,retail,retail_trade,127
32450,3,83,retail,retail_trade,1520
32500,3,120,retail,retail_trade,1707
32600,3,4,retail,retail_trade,110
32750,3,4,retail,retail_trade,164
32770,3,20,retail,retail_trade,279
32810,3,496,retail,retail_trade,5509
33100,3,10,retail,retail_trade,360
33200,3,56,retail,retail_trade,795
33220,3,3956,retail,retail_trade,32271
33360,3,2586,retail,retail_trade,27074
33430,3,29292,retail,retail_trade,260548
33610,3,480,retail,retail_trade,4855
33620,3,1987,retail,retail_trade,17499
33800,3,413,retail,retail_trade,4562
33830,3,5,retail,retail_trade,230
33960,3,8839,retail,retail_trade,84285
33980,3,510,retail,retail_trade,9972
34420,3,12,retail,retail_trade,227
34530,3,1500,retail,retail_trade,15425
34570,3,9,retail,retail_trade,189
34580,3,1428,retail,retail_trade,15762
34590,3,13863,retail,retail_trade,131955
34710,3,184,retail,retail_trade,1938
34770,3,5252,retail,retail_trade,52732
34800,3,28,retail,retail_trade,490
34830,3,3,retail,retail_trade,82
34860,3,476,retail,retail_trade,6356
34880,3,750,retail,retail_trade,8284
35010,3,20655,retail,retail_trade,189495
35250,3,28,retail,retail_trade,314
35300,3,729,retail,retail_trade,9108
35600,3,194,retail,retail_trade,2046
35670,3,6,retail,retail_trade,153
35740,3,2552,retail,retail_trade,22007
35760,3,319,retail,retail_trade,4334
35780,3,57,retail,retail_trade,804
35790,3,11,retail,retail_trade,487
35800,3,53,retail,retail_trade,720
36070,3,13,retail,retail_trade,212
36150,3,29,retail,retail_trade,452
36250,3,7241,retail,retail_trade,70168
36300,3,17,retail,retail_trade,434
36370,3,3642,retail,retail_trade,34314
36510,3,1457,retail,retail_trade,16926
36580,3,836,retail,retail_trade,9270
36630,3,1241,retail,retail_trade,11656
36660,3,1586,retail,retail_trade,14094
36720,3,14176,retail,retail_trade,129641
36820,3,1058,retail,retail_trade,9654
36910,3,6756,retail,retail_trade,71188
36950,3,97,retail,retail_trade,1379
36960,3,73,retail,retail_trade,974
37010,3,8538,retail,retail_trade,86449
37300,3,103,retail,retail_trade,2152
37310,3,1332,retail,retail_trade,14418
37340,3,1500,retail,retail_trade,15681
37400,3,48,retail,retail_trade,572
37550,3,3,retail,retail_trade,193
37570,3,0,retail,retail_trade,64
37600,3,5,retail,retail_trade,343
39499,3,177,retail,retail_trade,3087
39799,3,5,retail,retail_trade,60
40070,4,776,retail,retail_trade,9275
40120,4,1605,retail,retail_trade,19510
40220,4,1013,retail,retail_trade,10077
40250,4,29,retail,retail_trade,512
40310,4,1052,retail,retail_trade,11167
40430,4,53,retail,retail_trade,911
40520,4,483,retail,retail_trade,4311
40700,4,1737,retail,retail_trade,20125
40910,4,2683,retail,retail_trade,22950
41010,4,144,retail,retail_trade,1531
41060,4,5686,retail,retail_trade,51718
41140,4,382,retail,retail_trade,4148
41190,4,83,retail,retail_trade,846
41330,4,80,retail,retail_trade,643
41560,4,696,retail,retail_trade,4960
41750,4,24,retail,retail_trade,496
41830,4,65,retail,retail_trade,688
41960,4,52,retail,retail_trade,533
42030,4,1165,retail,retail_trade,9847
42110,4,129,retail,retail_trade,1695
42250,4,321,retail,retail_trade,3867
42600,4,1573,retail,retail_trade,16922
42750,4,200,retail,retail_trade,2166
43080,4,20,retail,retail_trade,478
43220,4,47,retail,retail_trade,526
43360,4,125,retail,retail_trade,1050
43650,4,673,retail,retail_trade,7309
43710,4,212,retail,retail_trade,2536
43790,4,480,retail,retail_trade,4989
43920,4,394,retail,retail_trade,4106
44000,4,0,retail,retail_trade,8
44060,4,4523,retail,retail_trade,41862
44210,4,323,retail,retail_trade,3287
44340,4,2772,retail,retail_trade,30924
44550,4,1848,retail,retail_trade,16379
44620,4,1666,retail,retail_trade,11612
44830,4,75,retail,retail_trade,1252
45040,4,1084,retail,retail_trade,8470
45090,4,429,retail,retail_trade,4236
45120,4,196,retail,retail_trade,1993
45290,4,1469,retail,retail_trade,16962
45340,4,9112,retail,retail_trade,74900
45400,4,32,retail,retail_trade,398
45540,4,58,retail,retail_trade,493
45680,4,4282,retail,retail_trade,32648
45890,4,5382,retail,retail_trade,52263
46090,4,616,retail,retail_trade,5306
46300,4,875,retail,retail_trade,6127
46450,4,813,retail,retail_trade,6507
46510,4,1034,retail,retail_trade,10598
46670,4,420,retail,retail_trade,4068
46860,4,69,retail,retail_trade,677
46970,4,101,retail,retail_trade,2199
47140,4,6767,retail,retail_trade,57408
47290,4,67,retail,retail_trade,978
47490,4,81,retail,retail_trade,988
47630,4,353,retail,retail_trade,3426
47700,4,5394,retail,retail_trade,47302
47800,4,196,retail,retail_trade,2292
47910,4,95,retail,retail_trade,1087
47980,4,1629,retail,retail_trade,18491
48050,4,608,retail,retail_trade,4649
48130,4,212,retail,retail_trade,2783
48260,4,287,retail,retail_trade,3402
48340,4,461,retail,retail_trade,5033
48410,4,2879,retail,retail_trade,27750
48540,4,841,retail,retail_trade,8299
48640,4,43,retail,retail_trade,647
48750,4,177,retail,retail_trade,1983
48830,4,374,retail,retail_trade,4061
49399,4,66,retail,retail_trade,1675
49499,4,42,retail,retail_trade,734
49799,4,0,retail,retail_trade,3
50080,5,1924,retail,retail_trade,15988
50210,5,3933,retail,retail_trade,36286
50250,5,130,retail,retail_trade,8305
50280,5,691,retail,retail_trade,6892
50350,5,571,retail,retail_trade,7242
50420,5,2942,retail,retail_trade,32423
50490,5,1602,retail,retail_trade,18599
50560,5,38,retail,retail_trade,671
50630,5,47,retail,retail_trade,856
50770,5,41,retail,retail_trade,752
50840,5,176,retail,retail_trade,1942
50910,5,30,retail,retail_trade,394
50980,5,607,retail,retail_trade,7379
51080,5,17,retail,retail_trade,465
51120,5,15,retail,retail_trade,413
51190,5,1665,retail,retail_trade,13729
51260,5,1832,retail,retail_trade,16075
51310,5,954,retail,retail_trade,12935
51330,5,4269,retail,retail_trade,42134
51400,5,855,retail,retail_trade,8019
51470,5,8,retail,retail_trade,252
51540,5,240,retail,retail_trade,2344
51610,5,38,retail,retail_trade,652
51680,5,176,retail,retail_trade,2526
51750,5,377,retail,retail_trade,4419
51820,5,5156,retail,retail_trade,51765
51890,5,321,retail,retail_trade,3285
51960,5,110,retail,retail_trade,1476
52030,5,22,retail,retail_trade,429
52100,5,27,retail,retail_trade,525
52170,5,269,retail,retail_trade,3694
52240,5,22,retail,retail_trade,524
52310,5,24,retail,retail_trade,371
52380,5,0,retail,retail_trade,66
52450,5,37,retail,retail_trade,619
52520,5,27,retail,retail_trade,726
52590,5,102,retail,retail_trade,1453
52660,5,771,retail,retail_trade,6425
52730,5,229,retail,retail_trade,2364
52800,5,151,retail,retail_trade,2324
52870,5,217,retail,retail_trade,2509
52940,5,22,retail,retail_trade,307
53010,5,12,retail,retail_trade,324
53080,5,32,retail,retail_trade,305
53150,5,277,retail,retail_trade,3720
53220,5,171,retail,retail_trade,5853
53290,5,614,retail,retail_trade,6377
53360,5,151,retail,retail_trade,1405
53430,5,1107,retail,retail_trade,13973
53570,5,152,retail,retail_trade,2154
53640,5,29,retail,retail_trade,602
53710,5,31,retail,retail_trade,446
53780,5,5676,retail,retail_trade,52930
53800,5,1841,retail,retail_trade,16701
53920,5,19,retail,retail_trade,705
53990,5,1264,retail,retail_trade,11684
54060,5,122,retail,retail_trade,1389
54130,5,23,retail,retail_trade,569
54170,5,7764,retail,retail_trade,78978
54200,5,2511,retail,retail_trade,27255
54280,5,1225,retail,retail_trade,14898
54310,5,663,retail,retail_trade,10701
54340,5,181,retail,retail_trade,1759
54410,5,33,retail,retail_trade,487
54480,5,12,retail,retail_trade,298
54550,5,54,retail,retail_trade,964
54620,5,35,retail,retail_trade,488
