DATAFLOW,MEASURE,REGIONTYPE,LGA_2018,FREQUENCY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,26730,A,2016,8.7,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,26810,A,2016,19.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,26890,A,2016,21.7,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,26980,A,2016,13.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,27070,A,2016,19,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,27170,A,2016,10.2,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,27260,A,2016,20.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,27350,A,2016,7.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,27450,A,2016,20.1,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,27630,A,2016,18.9,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,29399,A,2016,24.2,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30250,A,2016,5.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30300,A,2016,35.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30370,A,2016,36.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30410,A,2016,54.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30450,A,2016,40.2,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30760,A,2016,44,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,30900,A,2016,48.9,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,31000,A,2016,11.5,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,31750,A,2016,62.2,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,31820,A,2016,13.3,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,31900,A,2016,15.9,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,31950,A,2016,55.9,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,32080,A,2016,10.8,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,32250,A,2016,35.6,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,32260,A,2016,18.4,KM,,,
ABS:ABS_REGIONAL_LGA2018(1.0.0),COMMUTE_2,LGA2018,32270,A,2016,31.3,KM,,,
